fold,origin_timestamp,school_id,method,n_train_school,n_test_school,mae_p50,pinball_mean,cov50_p25_p75,cov80_p10_p90,cov90_p05_p95,width80_p10_p90,alpha_lo,alpha_hi,cov80_unc_on_calib,abs_err_cov80
1,2023-05-30,S23,per_school,8640,673,0.9279534559882984,0.27677301240162067,0.2511144130757801,0.41901931649331353,0.612184249628529,2.3294385143712772,,,,
1,2023-05-30,S24,per_school,8640,673,1.8074267892863407,0.5122005112569602,0.4175334323922734,0.6716196136701337,0.9004457652303121,4.323525827741136,,,,
1,2023-05-30,S25,per_school,8640,673,1.2237835367617809,0.40562703017593577,0.39821693907875183,0.711738484398217,0.8038632986627043,4.1466217658247215,,,,
1,2023-05-30,S26,per_school,8640,673,0.8624986090591187,0.2843609943748786,0.18722139673105498,0.4725111441307578,0.6419019316493314,1.0586564003333017,,,,
1,2023-05-30,S27,per_school,8640,673,1.381815898221343,0.4022328964150986,0.4279346210995542,0.5898959881129272,0.6953937592867756,2.310195683646065,,,,
1,2023-05-30,S28,per_school,8640,673,1.644488207999019,0.4853159149385596,0.3224368499257058,0.6537890044576523,0.7786032689450223,3.0831808126488416,,,,
1,2023-05-30,S29,per_school,8640,673,1.3319455304524497,0.3904244657640677,0.3135215453194651,0.6092124814264487,0.7043090638930164,2.491483200066989,,,,
1,2023-05-30,S3,per_school,8640,673,2.9354403191422582,1.0169046911400001,0.212481426448737,0.4294205052005943,0.4650817236255572,5.033676313444544,,,,
1,2023-05-30,S30,per_school,8640,673,1.1228897113254614,0.35290538835636553,0.1901931649331352,0.46953937592867756,0.5839524517087668,2.045012853341659,,,,
1,2023-05-30,S31,per_school,8640,673,1.113188117301135,0.3121794349278807,0.27786032689450224,0.6404160475482912,0.8068350668647846,2.588171724382957,,,,
1,2023-05-30,S32,per_school,8640,673,0.5282954516445648,0.15387249880538043,0.3150074294205052,0.7295690936106983,0.8320950965824666,1.2998727638216145,,,,
1,2023-05-30,S33,per_school,8640,673,0.4789365308461208,0.14930917348412445,0.2912332838038633,0.6166419019316494,0.7355126300148589,1.662498887494438,,,,
1,2023-05-30,S34,per_school,8640,673,0.6861277343606067,0.2248950969671594,0.4903417533432392,0.7756315007429421,0.8647845468053492,1.6909260930260042,,,,
1,2023-05-30,S35,per_school,8640,673,0.7422355697994111,0.23751481946843137,0.3789004457652303,0.6820208023774146,0.8410104011887073,2.3162993657562594,,,,
1,2023-05-30,S36,per_school,8640,673,1.973391112037629,0.696513215007197,0.300148588410104,0.549777117384844,0.6716196136701337,3.0466232220628378,,,,
1,2023-05-30,S37,per_school,8640,673,1.136093688788514,0.3314636752469807,0.22585438335809807,0.5482912332838039,0.6939078751857355,2.0180578632940467,,,,
1,2023-05-30,S38,per_school,8640,673,0.6103187428791554,0.1963785791001334,0.27934621099554235,0.6151560178306092,0.7771173848439822,2.165516135926298,,,,
1,2023-05-30,S39,per_school,8640,673,2.4511944210529575,0.7620062214237755,0.4725111441307578,0.7696879643387816,0.8216939078751857,2.9540117169668925,,,,
1,2023-05-30,S4,per_school,8640,673,1.2885440577158023,0.4227796736594635,0.1352154531946508,0.37295690936106984,0.5096582466567607,2.1609768720789044,,,,
1,2023-05-30,S40,per_school,8640,673,1.379591581641287,0.40021822731930834,0.3135215453194651,0.5780089153046062,0.7473997028231798,3.9577305301123045,,,,
1,2023-05-30,S41,per_school,8640,673,1.1560953710518966,0.3886561090141276,0.3655274888558692,0.5037147102526003,0.6300148588410104,2.155331848739419,,,,
1,2023-05-30,S42,per_school,8640,673,2.2787792793570745,0.687675016932258,0.4472511144130758,0.736998514115899,0.7964338781575037,3.3788453839577914,,,,
1,2023-05-30,S43,per_school,8640,673,2.7823966289534208,0.9261687365633845,0.24962852897473997,0.5824665676077266,0.7132243684992571,5.3135617443752095,,,,
1,2023-05-30,S44,per_school,8640,673,1.4115593820083503,0.4527562865350957,0.34175334323922735,0.6508172362555721,0.8335809806835067,4.102261256172121,,,,
1,2023-05-30,S45,per_school,8640,673,0.9119419369244156,0.30501585351697286,0.4888558692421991,0.6508172362555721,0.774145616641902,2.0268945143875974,,,,
1,2023-05-30,S46,per_school,8640,673,1.678808643801047,0.3587103809613574,0.14413075780089152,0.6849925705794948,0.7904903417533432,2.3731686119024507,,,,
1,2023-05-30,S47,per_school,8640,673,3.641868730272619,0.9730599743124612,0.2852897473997028,0.6805349182763745,0.7964338781575037,6.255103753333221,,,,
1,2023-05-30,S48,per_school,8640,673,3.304802316679363,1.0825376447147286,0.4561664190193165,0.6508172362555721,0.7013372956909361,6.519666376869214,,,,
1,2023-05-30,S49,per_school,8640,673,4.108278737482416,1.1093096898814563,0.22436849925705796,0.5542347696879644,0.662704309063893,4.689212020212473,,,,
1,2023-05-30,S5,per_school,8640,673,0.7522150863315411,0.24096971288557947,0.4814264487369985,0.7132243684992571,0.8187221396731055,2.3039517812402535,,,,
1,2023-05-30,S50,per_school,8640,673,0.6265177388155158,0.18205532080638712,0.45468053491827637,0.8038632986627043,0.8766716196136701,1.4293666204960747,,,,
1,2023-05-30,S51,per_school,8640,673,0.6966866551240654,0.21854917281418182,0.37592867756315007,0.7563150074294205,0.8558692421991084,1.8803810446551676,,,,
1,2023-05-30,S52,per_school,8640,673,0.39333726607472996,0.12300628297585517,0.4725111441307578,0.8098068350668648,0.8811292719167905,1.352187040769965,,,,
1,2023-05-30,S53,per_school,8640,673,2.3932964961044916,0.7199766967328731,0.424962852897474,0.5988112927191679,0.7325408618127786,3.67536681614988,,,,
