method,folds,mae_p50_mean,mae_p50_std,pinball_mean,pinball_std,cov50_mean,cov80_mean,cov90_mean,width80_mean
hist_quantile_tow,12,1.3011902393261685,0.40425727720253674,0.3798722240115318,0.11742587306157831,0.4390185122791254,0.7078677186283318,0.8052701033243485,3.36783685922785
